WORKING MODEL TRIAL 7-2,,,,,,,,,,
7/26/21 22:12,,,,,,,,,,
Total Force on Circle 1          ,,,,Time,,Velocity of Center of Mass of Circle 1,,,,
t,Fx,Fy,|F|,frame,t,t,Vx,Vy,|V|,
1.996,0.000038,-19.842109,19.842109,1996,1.996,1.996,-6.243761,-1.69094,6.468681,-
1.997,0.000039,-19.842111,19.842111,1997,1.997,1.997,-6.298039,-1.706853,6.525231,-
1.998,0.00004,-19.842113,19.842113,1998,1.998,1.998,-6.352474,-1.722919,6.581973,-
1.999,0.00004,-19.842115,19.842115,1999,1.999,1.999,-6.407066,-1.739138,6.638908,-
2,0.000041,-19.842117,19.842117,2000,2,2,-6.461819,-1.755513,6.696038,-
2.001,0.000042,-19.842119,19.842119,2001,2.001,2.001,-6.516731,-1.772045,6.753364,-
2.002,0.000043,-19.842121,19.842121,2002,2.002,2.002,-6.571804,-1.788739,6.810888,-
2.003,0.000044,-19.842123,19.842123,2003,2.003,2.003,-6.627039,-1.8056,6.868613,-
2.004,0.000044,-19.842125,19.842125,2004,2.004,2.004,-6.682438,-1.822623,6.926538,-
2.005,0.000045,-19.842127,19.842127,2005,2.005,2.005,-6.738001,-1.839812,6.984666,-
2.006,0.000046,-19.842129,19.842129,2006,2.006,2.006,-6.79373,-1.857167,7.042999,-
2.007,0.000047,-19.842132,19.842132,2007,2.007,2.007,-6.849626,-1.874691,7.101538,-
2.008,0.000048,-19.842134,19.842134,2008,2.008,2.008,-6.905689,-1.892385,7.160283,-
2.009,0.000049,-19.842136,19.842136,2009,2.009,2.009,-6.96192,-1.910252,7.219237,-
2.01,0.00005,-19.842138,19.842138,2010,2.01,2.01,-7.018319,-1.928301,7.278403,-
2.011,0.000051,-19.84214,19.84214,2011,2.011,2.011,-7.07489,-1.946528,7.337781,-
2.012,0.000052,-19.842143,19.842143,2012,2.012,2.012,-7.131632,-1.964934,7.397374,-
2.013,0.000053,-19.842145,19.842145,2013,2.013,2.013,-7.188547,-1.983521,7.457182,-
2.014,0.000054,-19.842147,19.842147,2014,2.014,2.014,-7.245636,-2.002292,7.517207,-
2.015,0.000055,-19.84215,19.84215,2015,2.015,2.015,-7.302899,-2.021247,7.577452,-
2.016,0.000056,-19.842152,19.842152,2016,2.016,2.016,-7.360339,-2.04039,7.637917,-
2.017,0.000057,-19.842154,19.842154,2017,2.017,2.017,-7.417954,-2.059727,7.698605,-
2.018,0.000058,-19.842157,19.842157,2018,2.018,2.018,-7.475747,-2.07926,7.759517,-
2.019,0.000059,-19.842159,19.842159,2019,2.019,2.019,-7.533718,-2.098986,7.820656,-
2.02,0.00006,-19.842162,19.842162,2020,2.02,2.02,-7.59187,-2.118909,7.882021,-
2.021,0.000061,-19.842164,19.842164,2021,2.021,2.021,-7.650202,-2.13903,7.943616,-
2.022,0.000062,-19.842167,19.842167,2022,2.022,2.022,-7.708716,-2.159351,8.005442,-
2.023,0.000063,-19.842169,19.842169,2023,2.023,2.023,-7.767413,-2.179876,8.0675,-
2.024,0.000064,-19.842172,19.842172,2024,2.024,2.024,-7.826293,-2.200609,8.129793,-
2.025,0.000066,-19.842175,19.842175,2025,2.025,2.025,-7.885356,-2.221555,8.192323,-
2.026,0.000067,-19.842177,19.842177,2026,2.026,2.026,-7.944605,-2.242712,8.255089,-
2.027,0.000068,-19.84218,19.84218,2027,2.027,2.027,-8.004039,-2.264081,8.318095,-
2.028,0.000069,-19.842183,19.842183,2028,2.028,2.028,-8.063662,-2.285665,8.381342,-
2.029,0.00007,-19.842185,19.842185,2029,2.029,2.029,-8.123472,-2.307465,8.444833,-
2.03,0.000072,-19.842188,19.842188,2030,2.03,2.03,-8.183472,-2.329486,8.508568,-
2.031,0.000073,-19.842191,19.842191,2031,2.031,2.031,-8.243662,-2.351732,8.572549,-
2.032,0.000074,-19.842194,19.842194,2032,2.032,2.032,-8.304041,-2.374208,8.63678,-
2.033,0.000076,-19.842197,19.842197,2033,2.033,2.033,-8.364613,-2.396911,8.701261,-
2.034,0.000077,-19.842199,19.842199,2034,2.034,2.034,-8.425379,-2.419842,8.765994,-
2.035,0.000078,-19.842202,19.842202,2035,2.035,2.035,-8.486338,-2.443004,8.83098,-
2.036,0.00008,-19.842205,19.842205,2036,2.036,2.036,-8.547492,-2.466401,8.896221,-
2.037,0.000081,-19.842208,19.842208,2037,2.037,2.037,-8.608842,-2.490035,8.96172,-
2.038,0.000082,-19.842211,19.842211,2038,2.038,2.038,-8.670387,-2.513915,9.027479,-
2.039,0.000084,-19.842214,19.842214,2039,2.039,2.039,-8.732128,-2.538041,9.093498,-
2.04,0.000085,-19.842217,19.842217,2040,2.04,2.04,-8.794068,-2.562412,9.159781,-
2.041,0.000087,-19.84222,19.84222,2041,2.041,2.041,-8.856206,-2.587032,9.226327,-
2.042,0.000088,-19.842224,19.842224,2042,2.042,2.042,-8.918543,-2.611903,9.29314,-
2.043,0.00009,-19.842227,19.842227,2043,2.043,2.043,-8.98108,-2.637028,9.36022,-
2.044,0.000091,-19.84223,19.84223,2044,2.044,2.044,-9.043819,-2.662408,9.42757,-
2.045,0.000093,-19.842233,19.842233,2045,2.045,2.045,-9.106758,-2.688057,9.495194,-
2.046,0.000095,-19.842236,19.842236,2046,2.046,2.046,-9.169901,-2.71397,9.563091,-
2.047,0.000096,-19.84224,19.84224,2047,2.047,2.047,-9.233246,-2.740147,9.631264,-
2.048,0.000098,-19.842243,19.842243,2048,2.048,2.048,-9.296797,-2.766592,9.699715,-
2.049,0.0001,-19.842246,19.842246,2049,2.049,2.049,-9.360553,-2.793308,9.768445,-
2.05,0.000101,-19.84225,19.84225,2050,2.05,2.05,-9.424514,-2.820297,9.837456,-
2.051,0.000103,-19.842253,19.842253,2051,2.051,2.051,-9.488682,-2.847566,9.906752,-
2.052,0.000105,-19.842257,19.842257,2052,2.052,2.052,-9.553056,-2.875123,9.976333,-
2.053,0.000107,-19.84226,19.84226,2053,2.053,2.053,-9.617639,-2.90296,10.046201,-
2.054,0.000108,-19.842264,19.842264,2054,2.054,2.054,-9.68243,-2.931081,10.116358,-
2.055,0.00011,-19.842267,19.842267,2055,2.055,2.055,-9.74743,-2.959492,10.186805,-
2.056,0.000112,-19.842271,19.842271,2056,2.056,2.056,-9.81264,-2.988195,10.257544,-
2.057,0.000114,-19.842275,19.842275,2057,2.057,2.057,-9.87806,-3.017193,10.328578,-
2.058,0.000116,-19.842278,19.842278,2058,2.058,2.058,-9.943689,-3.046499,10.399909,-
2.059,0.000118,-19.842282,19.842282,2059,2.059,2.059,-10.009531,-3.076109,10.47154,-
2.06,0.00012,-19.842286,19.842286,2060,2.06,2.06,-10.075585,-3.106023,10.543471,-
2.061,0.000122,-19.84229,19.84229,2061,2.061,2.061,-10.141852,-3.136246,10.615705,-
2.062,0.000124,-19.842294,19.842294,2062,2.062,2.062,-10.208333,-3.16678,10.688244,-
2.063,0.000126,-19.842297,19.842297,2063,2.063,2.063,-10.275029,-3.197629,10.761089,-
2.064,0.000128,-19.842301,19.842301,2064,2.064,2.064,-10.341938,-3.228802,10.834244,-
2.065,0.00013,-19.842305,19.842305,2065,2.065,2.065,-10.409061,-3.260303,10.90771,-
2.066,0.000132,-19.842309,19.842309,2066,2.066,2.066,-10.476401,-3.292129,10.981488,-
2.067,0.000135,-19.842313,19.842313,2067,2.067,2.067,-10.543956,-3.324284,11.055581,-
2.068,0.000137,-19.842317,19.842317,2068,2.068,2.068,-10.611727,-3.356773,11.129989,-
2.069,0.000139,-19.842322,19.842322,2069,2.069,2.069,-10.679715,-3.389593,11.204716,-
2.07,0.000141,-19.842326,19.842326,2070,2.07,2.07,-10.747921,-3.422754,11.279763,-
2.071,0.000144,-19.84233,19.84233,2071,2.071,2.071,-10.816344,-3.456268,11.355135,-
2.072,0.000146,-19.842334,19.842334,2072,2.072,2.072,-10.884985,-3.490128,11.430831,-
2.073,0.000148,-19.842338,19.842338,2073,2.073,2.073,-10.953845,-3.524338,11.506854,-
2.074,0.000151,-19.842343,19.842343,2074,2.074,2.074,-11.022925,-3.558902,11.583206,-
2.075,0.000153,-19.842347,19.842347,2075,2.075,2.075,-11.092224,-3.593824,11.659889,-
2.076,0.000156,-19.842352,19.842352,2076,2.076,2.076,-11.161743,-3.629109,11.736905,-
2.077,0.000158,-19.842356,19.842356,2077,2.077,2.077,-11.23148,-3.66477,11.814258,-
2.078,0.000161,-19.842361,19.842361,2078,2.078,2.078,-11.301438,-3.7008,11.891948,-
2.079,0.000164,-19.842365,19.842365,2079,2.079,2.079,-11.371613,-3.737206,11.969975,-
2.08,0.000166,-19.84237,19.84237,2080,2.08,2.08,-11.44201,-3.773989,12.048344,-
2.081,0.000169,-19.842374,19.842374,2081,2.081,2.081,-11.512628,-3.811152,12.127056,-
2.082,0.000172,-19.842379,19.842379,2082,2.082,2.082,-11.583468,-3.848702,12.206115,-
2.083,0.000175,-19.842384,19.842384,2083,2.083,2.083,-11.654528,-3.886648,12.285522,-
2.084,0.000178,-19.842389,19.842389,2084,2.084,2.084,-11.725809,-3.924986,12.365279,-
2.085,0.00018,-19.842393,19.842393,2085,2.085,2.085,-11.797313,-3.963722,12.445388,-
2.086,0.000183,-19.842398,19.842398,2086,2.086,2.086,-11.869039,-4.002859,12.525852,-
2.087,0.000186,-19.842403,19.842403,2087,2.087,2.087,-11.940987,-4.042402,12.606672,-
2.088,0.000189,-19.842408,19.842408,2088,2.088,2.088,-12.013157,-4.082356,12.687851,-
2.089,0.000192,-19.842413,19.842413,2089,2.089,2.089,-12.085545,-4.122737,12.769391,-
2.09,0.000195,-19.842418,19.842418,2090,2.09,2.09,-12.158152,-4.163538,12.851293,-
2.091,0.000199,-19.842423,19.842423,2091,2.091,2.091,-12.230982,-4.204762,12.933559,-
2.092,0.000202,-19.842428,19.842428,2092,2.092,2.092,-12.304035,-4.246414,13.016194,-
2.093,0.000205,-19.842434,19.842434,2093,2.093,2.093,-12.377309,-4.288497,13.099198,-
2.094,0.000208,-19.842439,19.842439,2094,2.094,2.094,-12.450804,-4.331019,13.182574,-
2.095,0.000212,-19.842444,19.842444,2095,2.095,2.095,-12.524519,-4.373991,13.266325,-
2.096,0.000215,-19.84245,19.84245,2096,2.096,2.096,-12.598457,-4.417404,13.350452,-
2.097,0.000219,-19.842455,19.842455,2097,2.097,2.097,-12.672615,-4.461267,13.434957,-
2.098,0.000222,-19.84246,19.84246,2098,2.098,2.098,-12.746996,-4.505584,13.519844,-
2.099,0.000226,-19.842466,19.842466,2099,2.099,2.099,-12.821594,-4.550361,13.605111,-
2.1,0.000229,-19.842472,19.842472,2100,2.1,2.1,-12.896409,-4.59561,13.690764,-
2.101,0.000233,-19.842477,19.842477,2101,2.101,2.101,-12.971443,-4.641335,13.776804,-
2.102,0.000237,-19.842483,19.842483,2102,2.102,2.102,-13.046696,-4.687535,13.863234,-
2.103,0.00024,-19.842489,19.842489,2103,2.103,2.103,-13.122169,-4.734212,13.950057,-
2.104,0.000244,-19.842494,19.842494,2104,2.104,2.104,-13.19786,-4.781374,14.037273,-
2.105,0.000248,-19.8425,19.8425,2105,2.105,2.105,-13.27377,-4.829023,14.124887,-
2.106,0.000252,-19.842506,19.842506,2106,2.106,2.106,-13.349895,-4.877176,14.2129,-
2.107,0.000256,-19.842512,19.842512,2107,2.107,2.107,-13.426237,-4.925826,14.301315,-
2.108,0.00026,-19.842518,19.842518,2108,2.108,2.108,-13.502796,-4.974978,14.390132,-
2.109,0.000264,-19.842524,19.842524,2109,2.109,2.109,-13.579567,-5.024641,14.479353,-
2.11,0.000268,-19.84253,19.84253,2110,2.11,2.11,-13.656554,-5.074817,14.568982,-
2.111,0.000273,-19.842536,19.842536,2111,2.111,2.111,-13.733754,-5.125513,14.659021,-
2.112,0.000277,-19.842542,19.842542,2112,2.112,2.112,-13.811165,-5.176747,14.749474,-
2.113,0.000281,-19.842549,19.842549,2113,2.113,2.113,-13.888789,-5.228511,14.840343,-
2.114,0.000286,-19.842555,19.842555,2114,2.114,2.114,-13.966625,-5.280809,14.931629,-
2.115,0.00029,-19.842561,19.842561,2115,2.115,2.115,-14.044672,-5.333648,15.023336,-
2.116,0.000295,-19.842568,19.842568,2116,2.116,2.116,-14.12293,-5.387032,15.115464,-
2.117,0.0003,-19.842574,19.842574,2117,2.117,2.117,-14.201393,-5.440976,15.208017,-
2.118,0.000304,-19.842581,19.842581,2118,2.118,2.118,-14.280061,-5.495479,15.300994,-
2.119,0.000309,-19.842587,19.842587,2119,2.119,2.119,-14.358936,-5.550543,15.394401,-
2.12,0.000314,-19.842594,19.842594,2120,2.12,2.12,-14.438018,-5.606175,15.488239,-
2.121,0.000319,-19.842601,19.842601,2121,2.121,2.121,-14.517304,-5.66238,15.582512,-
2.122,0.000324,-19.842608,19.842608,2122,2.122,2.122,-14.596795,-5.719165,15.677221,-
2.123,0.000329,-19.842614,19.842614,2123,2.123,2.123,-14.676483,-5.77655,15.772371,-
2.124,0.000334,-19.842621,19.842621,2124,2.124,2.124,-14.756372,-5.834526,15.867962,-
2.125,0.000339,-19.842628,19.842628,2125,2.125,2.125,-14.836462,-5.893098,15.963997,-
2.126,0.000345,-19.842635,19.842635,2126,2.126,2.126,-14.916744,-5.952277,16.060474,-
2.127,0.00035,-19.842642,19.842642,2127,2.127,2.127,-14.997222,-6.012064,16.1574,-
2.128,0.000356,-19.84265,19.84265,2128,2.128,2.128,-15.077895,-6.072469,16.254777,-
2.129,0.000361,-19.842657,19.842657,2129,2.129,2.129,-15.15876,-6.133498,16.352609,-
2.13,0.000367,-19.842664,19.842664,2130,2.13,2.13,-15.239818,-6.195154,16.450896,-
2.131,0.000372,-19.842671,19.842671,2131,2.131,2.131,-15.321066,-6.257442,16.549642,-
2.132,0.000378,-19.842679,19.842679,2132,2.132,2.132,-15.402503,-6.320369,16.648849,-
2.133,0.000384,-19.842686,19.842686,2133,2.133,2.133,-15.484126,-6.383945,16.748519,-
2.134,0.00039,-19.842694,19.842694,2134,2.134,2.134,-15.565922,-6.44819,16.848652,-
2.135,0.000396,-19.842701,19.842701,2135,2.135,2.135,-15.647902,-6.513092,16.949254,-
2.136,0.000402,-19.842709,19.842709,2136,2.136,2.136,-15.730062,-6.578659,17.050326,-
2.137,0.000409,-19.842717,19.842717,2137,2.137,2.137,-15.812402,-6.644897,17.151871,-
2.138,0.000415,-19.842724,19.842724,2138,2.138,2.138,-15.894921,-6.711801,17.253892,-
2.139,0.000421,-19.842732,19.842732,2139,2.139,2.139,-15.97761,-6.779405,17.356393,-
2.14,0.000428,-19.84274,19.84274,2140,2.14,2.14,-16.060471,-6.847701,17.459374,-
2.141,0.000435,-19.842748,19.842748,2141,2.141,2.141,-16.1435,-6.916694,17.562837,-
2.142,0.000441,-19.842756,19.842756,2142,2.142,2.142,-16.22669,-6.986395,17.666782,-
2.143,0.000448,-19.842764,19.842764,2143,2.143,2.143,-16.310046,-7.056806,17.771216,-
2.144,0.000455,-19.842772,19.842772,2144,2.144,2.144,-16.39356,-7.127947,17.876142,-
2.145,0.000462,-19.842781,19.842781,2145,2.145,2.145,-16.477233,-7.199817,17.981562,-
2.146,0.000469,-19.842789,19.842789,2146,2.146,2.146,-16.561062,-7.272417,18.087478,-
2.147,0.000476,-19.842797,19.842797,2147,2.147,2.147,-16.645049,-7.345748,18.193891,-
2.148,0.000484,-19.842806,19.842806,2148,2.148,2.148,-16.729189,-7.41982,18.300806,-
2.149,0.000491,-19.842814,19.842814,2149,2.149,2.149,-16.813465,-7.494659,18.408219,-
2.15,0.000499,-19.842823,19.842823,2150,2.15,2.15,-16.897884,-7.570265,18.516139,-
2.151,0.000316,-19.842519,19.842519,2151,2.151,2.151,-13.225773,5.062666,14.161626,-
2.152,0.000312,-19.842511,19.842511,2152,2.152,2.152,-13.139196,5.003118,14.059504,-
2.153,0.000309,-19.842503,19.842503,2153,2.153,2.153,-13.052747,4.944183,13.957763,-
2.154,0.000305,-19.842496,19.842496,2154,2.154,2.154,-12.966426,4.885858,13.856399,-
2.155,0.000301,-19.842488,19.842488,2155,2.155,2.155,-12.880253,4.828064,13.755403,-
2.156,0.000298,-19.84248,19.84248,2156,2.156,2.156,-12.794209,4.770858,13.654775,-
2.157,0.000294,-19.842473,19.842473,2157,2.157,2.157,-12.708297,4.714242,13.554515,-
2.158,0.000291,-19.842465,19.842465,2158,2.158,2.158,-12.622534,4.65815,13.454617,-
2.159,0.000287,-19.842458,19.842458,2159,2.159,2.159,-12.536912,4.602612,13.355082,-
2.16,0.000283,-19.842451,19.842451,2160,2.16,2.16,-12.451425,4.547645,13.255907,-
2.161,0.00028,-19.842444,19.842444,2161,2.161,2.161,-12.366079,4.493202,13.157081,-
2.162,0.000276,-19.842436,19.842436,2162,2.162,2.162,-12.280879,4.439284,13.058608,-
2.163,0.000273,-19.84243,19.84243,2163,2.163,2.163,-12.195817,4.385916,12.960487,-
2.164,0.000269,-19.842423,19.842423,2164,2.164,2.164,-12.110902,4.333065,12.862713,-
2.165,0.000266,-19.842416,19.842416,2165,2.165,2.165,-12.026138,4.280707,12.765283,-
2.166,0.000263,-19.842409,19.842409,2166,2.166,2.166,-11.941509,4.228884,12.668193,-
2.167,0.000259,-19.842402,19.842402,2167,2.167,2.167,-11.857023,4.177578,12.571442,-
2.168,0.000256,-19.842396,19.842396,2168,2.168,2.168,-11.772693,4.126733,12.475025,-
2.169,0.000252,-19.842389,19.842389,2169,2.169,2.169,-11.688507,4.076402,12.378943,-
2.17,0.000249,-19.842383,19.842383,2170,2.17,2.17,-11.604462,4.02658,12.283195,-
2.171,0.000246,-19.842377,19.842377,2171,2.171,2.171,-11.520572,3.977203,12.18777,-
2.172,0.000243,-19.842371,19.842371,2172,2.172,2.172,-11.436826,3.928317,12.092669,-
2.173,0.000239,-19.842364,19.842364,2173,2.173,2.173,-11.353222,3.879921,11.997893,-
2.174,0.000236,-19.842358,19.842358,2174,2.174,2.174,-11.269773,3.831974,11.903437,-
2.175,0.000233,-19.842352,19.842352,2175,2.175,2.175,-11.186475,3.78448,11.809298,-
2.176,0.00023,-19.842347,19.842347,2176,2.176,2.176,-11.103321,3.73746,11.715475,-
2.177,0.000226,-19.842341,19.842341,2177,2.177,2.177,-11.02031,3.690896,11.62196,-
2.178,0.000223,-19.842335,19.842335,2178,2.178,2.178,-10.937457,3.644751,11.528754,-
2.179,0.00022,-19.842329,19.842329,2179,2.179,2.179,-10.854749,3.599062,11.435857,-
2.18,0.000217,-19.842324,19.842324,2180,2.18,2.18,-10.772186,3.553825,11.343265,-
2.181,0.000214,-19.842318,19.842318,2181,2.181,2.181,-10.689781,3.508985,11.250973,-
2.182,0.000211,-19.842313,19.842313,2182,2.182,2.182,-10.607519,3.464581,11.158978,-
2.183,0.000208,-19.842307,19.842307,2183,2.183,2.183,-10.525402,3.420614,11.06728,-
2.184,0.000205,-19.842302,19.842302,2184,2.184,2.184,-10.443436,3.377053,10.975875,-
2.185,0.000202,-19.842297,19.842297,2185,2.185,2.185,-10.361623,3.333888,10.884762,-
2.186,0.000199,-19.842292,19.842292,2186,2.186,2.186,-10.279955,3.291143,10.793938,-
2.187,0.000196,-19.842286,19.842286,2187,2.187,2.187,-10.198431,3.248814,10.703401,-
2.188,0.000193,-19.842281,19.842281,2188,2.188,2.188,-10.117061,3.206847,10.613142,-
2.189,0.00019,-19.842276,19.842276,2189,2.189,2.189,-10.035836,3.165285,10.523166,-
2.19,0.000187,-19.842271,19.842271,2190,2.19,2.19,-9.954755,3.124123,10.43347,-
2.191,0.000184,-19.842267,19.842267,2191,2.191,2.191,-9.873824,3.083332,10.344049,-
2.192,0.000181,-19.842262,19.842262,2192,2.192,2.192,-9.793044,3.042908,10.254901,-
2.193,0.000179,-19.842257,19.842257,2193,2.193,2.193,-9.712404,3.00287,10.166023,-
2.194,0.000176,-19.842252,19.842252,2194,2.194,2.194,-9.631906,2.963215,10.077413,-
2.195,0.000173,-19.842248,19.842248,2195,2.195,2.195,-9.551561,2.923893,9.989068,-
2.196,0.00017,-19.842243,19.842243,2196,2.196,2.196,-9.47136,2.88494,9.900987,-
2.197,0.000168,-19.842239,19.842239,2197,2.197,2.197,-9.3913,2.846353,9.813167,-
2.198,0.000165,-19.842234,19.842234,2198,2.198,2.198,-9.311386,2.808114,9.725606,-
2.199,0.000162,-19.84223,19.84223,2199,2.199,2.199,-9.231617,2.770207,9.638299,-
2.2,0.00016,-19.842226,19.842226,2200,2.2,2.2,-9.151988,2.732653,9.551245,-
2.201,0.000157,-19.842221,19.842221,2201,2.201,2.201,-9.072498,2.695448,9.464442,-
2.202,0.000154,-19.842217,19.842217,2202,2.202,2.202,-8.993155,2.658558,9.377888,-
2.203,0.000152,-19.842213,19.842213,2203,2.203,2.203,-8.913955,2.621997,9.29158,-
2.204,0.000149,-19.842209,19.842209,2204,2.204,2.204,-8.834892,2.585771,9.205517,-
2.205,0.000147,-19.842205,19.842205,2205,2.205,2.205,-8.755964,2.549877,9.119692,-
2.206,0.000144,-19.842201,19.842201,2206,2.206,2.206,-8.677182,2.514274,9.034106,-
2.207,0.000142,-19.842197,19.842197,2207,2.207,2.207,-8.598537,2.478993,8.948757,-
2.208,0.000139,-19.842193,19.842193,2208,2.208,2.208,-8.520028,2.44403,8.863642,-
2.209,0.000137,-19.842189,19.842189,2209,2.209,2.209,-8.441656,2.409373,8.77876,-
2.21,0.000134,-19.842186,19.842186,2210,2.21,2.21,-8.363424,2.374999,8.694106,-
2.211,0.000132,-19.842182,19.842182,2211,2.211,2.211,-8.285324,2.340933,8.609678,-
2.212,0.00013,-19.842178,19.842178,2212,2.212,2.212,-8.207356,2.307169,8.525475,-
2.213,0.000127,-19.842175,19.842175,2213,2.213,2.213,-8.129524,2.273688,8.441494,-
2.214,0.000125,-19.842171,19.842171,2214,2.214,2.214,-8.051828,2.240483,8.357733,-
2.215,0.000123,-19.842168,19.842168,2215,2.215,2.215,-7.974262,2.207568,8.274189,-
2.216,0.00012,-19.842164,19.842164,2216,2.216,2.216,-7.896826,2.174939,8.190862,-
2.217,0.000118,-19.842161,19.842161,2217,2.217,2.217,-7.819522,2.142575,8.107746,-
2.218,0.000116,-19.842157,19.842157,2218,2.218,2.218,-7.742347,2.110478,8.02484,-
2.219,0.000114,-19.842154,19.842154,2219,2.219,2.219,-7.6653,2.078655,7.942143,-
2.22,0.000111,-19.842151,19.842151,2220,2.22,2.22,-7.588379,2.047103,7.859652,-
2.221,0.000109,-19.842148,19.842148,2221,2.221,2.221,-7.511588,2.015799,7.777364,-
2.222,0.000107,-19.842144,19.842144,2222,2.222,2.222,-7.434924,1.984748,7.695279,-
2.223,0.000105,-19.842141,19.842141,2223,2.223,2.223,-7.358383,1.953958,7.613393,-
2.224,0.000103,-19.842138,19.842138,2224,2.224,2.224,-7.281963,1.923424,7.531702,-
2.225,0.000101,-19.842135,19.842135,2225,2.225,2.225,-7.205668,1.893126,7.450206,-
2.226,0.000099,-19.842132,19.842132,2226,2.226,2.226,-7.129496,1.863067,7.368903,-
2.227,0.000097,-19.842129,19.842129,2227,2.227,2.227,-7.053444,1.833254,7.28779,-
2.228,0.000095,-19.842126,19.842126,2228,2.228,2.228,-6.97751,1.803682,7.206866,-
2.229,0.000093,-19.842123,19.842123,2229,2.229,2.229,-6.901698,1.774334,7.126128,-
2.23,0.000091,-19.842121,19.842121,2230,2.23,2.23,-6.826004,1.745211,7.045573,-
2.231,0.000089,-19.842118,19.842118,2231,2.231,2.231,-6.750424,1.71632,6.965198,-
2.232,0.000087,-19.842115,19.842115,2232,2.232,2.232,-6.674959,1.687657,6.885003,-
2.233,0.000085,-19.842112,19.842112,2233,2.233,2.233,-6.599609,1.659211,6.804985,-
2.234,0.000083,-19.84211,19.84211,2234,2.234,2.234,-6.524376,1.63097,6.725143,-
2.235,0.000081,-19.842107,19.842107,2235,2.235,2.235,-6.449253,1.602948,6.645473,-
2.236,0.000079,-19.842104,19.842104,2236,2.236,2.236,-6.374241,1.575141,6.565975,-
2.237,0.000078,-19.842102,19.842102,2237,2.237,2.237,-6.299338,1.547543,6.486644,-
2.238,0.000076,-19.842099,19.842099,2238,2.238,2.238,-6.224546,1.520135,6.407479,-
2.239,0.000074,-19.842097,19.842097,2239,2.239,2.239,-6.149862,1.492933,6.328479,-
2.24,0.000072,-19.842094,19.842094,2240,2.24,2.24,-6.075283,1.465932,6.249641,-
2.241,0.000071,-19.842092,19.842092,2241,2.241,2.241,-6.000808,1.439129,6.170964,-
2.242,0.000069,-19.84209,19.84209,2242,2.242,2.242,-5.926441,1.412508,6.092445,-
2.243,0.000067,-19.842087,19.842087,2243,2.243,2.243,-5.852177,1.386074,6.014082,-
2.244,0.000065,-19.842085,19.842085,2244,2.244,2.244,-5.778015,1.35983,5.935873,-
2.245,0.000064,-19.842083,19.842083,2245,2.245,2.245,-5.70395,1.333772,5.857815,-
2.246,0.000062,-19.842081,19.842081,2246,2.246,2.246,-5.629986,1.307894,5.779907,-
2.247,0.000061,-19.842078,19.842078,2247,2.247,2.247,-5.556123,1.282182,5.702148,-
2.248,0.000059,-19.842076,19.842076,2248,2.248,2.248,-5.482356,1.256648,5.624534,-
2.249,0.000058,-19.842074,19.842074,2249,2.249,2.249,-5.408684,1.231288,5.547065,-
2.25,0.000056,-19.842072,19.842072,2250,2.25,2.25,-5.335106,1.2061,5.469738,-
2.251,0.000054,-19.84207,19.84207,2251,2.251,2.251,-5.261624,1.181069,5.392551,-
2.252,0.000053,-19.842068,19.842068,2252,2.252,2.252,-5.188234,1.156199,5.315503,-
2.253,0.000052,-19.842066,19.842066,2253,2.253,2.253,-5.114934,1.131492,5.238589,-
2.254,0.00005,-19.842064,19.842064,2254,2.254,2.254,-5.041722,1.106945,5.161811,-
2.255,0.000049,-19.842062,19.842062,2255,2.255,2.255,-4.968599,1.082555,5.085165,-
2.256,0.000047,-19.84206,19.84206,2256,2.256,2.256,-4.895565,1.058306,5.008649,-
2.257,0.000046,-19.842059,19.842059,2257,2.257,2.257,-4.822617,1.034207,4.932263,-
2.258,0.000045,-19.842057,19.842057,2258,2.258,2.258,-4.749753,1.010257,4.856004,-
2.259,0.000043,-19.842055,19.842055,2259,2.259,2.259,-4.676973,0.986453,4.77987,-
2.26,0.000042,-19.842053,19.842053,2260,2.26,2.26,-4.604272,0.962793,4.70386,-
2.261,0.000041,-19.842052,19.842052,2261,2.261,2.261,-4.531654,0.939263,4.62797,-
2.262,0.000039,-19.84205,19.84205,2262,2.262,2.262,-4.459116,0.91587,4.552201,-
2.263,0.000038,-19.842048,19.842048,2263,2.263,2.263,-4.386654,0.892613,4.476549,-
2.264,0.000037,-19.842047,19.842047,2264,2.264,2.264,-4.314269,0.869488,4.401014,-
2.265,0.000036,-19.842045,19.842045,2265,2.265,2.265,-4.241959,0.846492,4.325594,-
2.266,0.000034,-19.842043,19.842043,2266,2.266,2.266,-4.169725,0.823613,4.250288,-
2.267,0.000033,-19.842042,19.842042,2267,2.267,2.267,-4.097564,0.800859,4.175094,-
2.268,0.000032,-19.84204,19.84204,2268,2.268,2.268,-4.025474,0.778226,4.100009,-
2.269,0.000031,-19.842039,19.842039,2269,2.269,2.269,-3.953454,0.755713,4.025034,-
2.27,0.00003,-19.842038,19.842038,2270,2.27,2.27,-3.881501,0.733317,3.950165,-
2.271,0.000029,-19.842036,19.842036,2271,2.271,2.271,-3.809617,0.711028,3.875402,-
2.272,0.000028,-19.842035,19.842035,2272,2.272,2.272,-3.737799,0.688849,3.800744,-
2.273,0.000027,-19.842033,19.842033,2273,2.273,2.273,-3.666046,0.666779,3.72619,-
2.274,0.000026,-19.842032,19.842032,2274,2.274,2.274,-3.594357,0.644816,3.651738,-
2.275,0.000025,-19.842031,19.842031,2275,2.275,2.275,-3.522728,0.622958,3.577386,-
